id,name,symbol,quote.GBP.price,quote.GBP.volume_24h,quote.GBP.volume_change_24h,quote.GBP.percent_change_1h,quote.GBP.percent_change_24h,quote.GBP.percent_change_7d,quote.GBP.percent_change_30d,quote.GBP.percent_change_60d,quote.GBP.percent_change_90d,timestamp
1839,BNB,BNB,173.1511728,489830058.5,69.9909,0.08717277,0.9644874,-0.25281751,-4.91503722,-10.2981949,-13.2020915,19:00.6
52,XRP,XRP,0.404407425,496524571.2,-32.3755,0.22556621,1.22352261,-0.63385361,-13.27929447,-33.54310046,1.5985677,19:00.6
3408,USD Coin,USDC,0.807566585,1721693763,-18.3998,0.00380252,0.01728066,0.01116885,0.0122232,0.02423864,0.01414769,19:00.6
2010,Cardano,ADA,0.201825724,88956430.47,-1.4378,-0.09258485,0.90292084,-1.58390155,-7.55521304,-17.51197194,-6.72646263,19:00.6
74,Dogecoin,DOGE,0.050184269,129948308.8,7.7987,-0.17874548,0.27650952,-2.17903969,-5.25126067,-8.55392273,-1.26899979,19:00.6
5426,Solana,SOL,15.33153592,151393379,2.2885,-0.10048181,0.77156383,-2.75590152,-17.79283598,-24.84202973,20.47617652,19:00.6
11419,Toncoin,TON,1.83178926,69255093.56,139.4383,3.34162237,14.61697626,26.82558788,63.79287618,64.04471182,59.84850761,19:00.6
1958,TRON,TRX,0.067661538,126214845.7,-18.9511,0.07101001,-0.13704797,6.00614295,12.14456908,5.75472321,18.72221555,19:00.6
4943,Dai,DAI,0.807425244,64064222.21,1.5496,-0.00059184,-0.01563739,0.00571725,0.05584135,0.11924789,0.00640319,19:00.6
6636,Polkadot,DOT,3.348182641,70573548.99,-7.2261,-0.33782686,0.75051504,-2.52031521,-12.0156407,-19.34097514,-9.77925311,19:00.6
3890,Polygon,MATIC,0.425785469,158532981.1,3.4174,0.00350028,1.349641,-2.53668907,-12.55658869,-28.75488315,-14.39619252,19:00.6
2,Litecoin,LTC,52.23529949,206450682.7,2.8041,0.05403488,0.17382574,2.48750536,-12.66583017,-28.39810231,-17.38746722,19:00.6
1,Bitcoin,BTC,21416.5096,7292368061,-18.1543,-0.03735035,0.61053315,2.47479601,-5.15228327,-10.73414926,-0.30498609,19:06.0
1027,Ethereum,ETH,1321.497605,3001241524,-4.6187,0.04407743,0.9272974,0.13062409,-5.99677052,-13.2007349,-6.14042451,19:06.0
825,Tether USDt,USDT,0.80769053,13813751264,-5.6573,0.01151971,0.03014664,0.06363886,0.15921771,0.03001582,0.05354151,19:06.0
1839,BNB,BNB,173.1511728,489830058.5,69.9909,0.08717277,0.9644874,-0.25281751,-4.91503722,-10.2981949,-13.2020915,19:06.0
52,XRP,XRP,0.404407425,496524571.2,-32.3755,0.22556621,1.22352261,-0.63385361,-13.27929447,-33.54310046,1.5985677,19:06.0
3408,USD Coin,USDC,0.807566585,1721693763,-18.3998,0.00380252,0.01728066,0.01116885,0.0122232,0.02423864,0.01414769,19:06.0
2010,Cardano,ADA,0.201825724,88956430.47,-1.4378,-0.09258485,0.90292084,-1.58390155,-7.55521304,-17.51197194,-6.72646263,19:06.0
74,Dogecoin,DOGE,0.050184269,129948308.8,7.7987,-0.17874548,0.27650952,-2.17903969,-5.25126067,-8.55392273,-1.26899979,19:06.0
5426,Solana,SOL,15.33153592,151393379,2.2885,-0.10048181,0.77156383,-2.75590152,-17.79283598,-24.84202973,20.47617652,19:06.0
11419,Toncoin,TON,1.83178926,69255093.56,139.4383,3.34162237,14.61697626,26.82558788,63.79287618,64.04471182,59.84850761,19:06.0
1958,TRON,TRX,0.067661538,126214845.7,-18.9511,0.07101001,-0.13704797,6.00614295,12.14456908,5.75472321,18.72221555,19:06.0
4943,Dai,DAI,0.807425244,64064222.21,1.5496,-0.00059184,-0.01563739,0.00571725,0.05584135,0.11924789,0.00640319,19:06.0
6636,Polkadot,DOT,3.348182641,70573548.99,-7.2261,-0.33782686,0.75051504,-2.52031521,-12.0156407,-19.34097514,-9.77925311,19:06.0
3890,Polygon,MATIC,0.425785469,158532981.1,3.4174,0.00350028,1.349641,-2.53668907,-12.55658869,-28.75488315,-14.39619252,19:06.0
2,Litecoin,LTC,52.23529949,206450682.7,2.8041,0.05403488,0.17382574,2.48750536,-12.66583017,-28.39810231,-17.38746722,19:06.0
1,Bitcoin,BTC,21416.5096,7292368061,-18.1543,-0.03735035,0.61053315,2.47479601,-5.15228327,-10.73414926,-0.30498609,19:11.6
1027,Ethereum,ETH,1321.497605,3001241524,-4.6187,0.04407743,0.9272974,0.13062409,-5.99677052,-13.2007349,-6.14042451,19:11.6
825,Tether USDt,USDT,0.80769053,13813751264,-5.6573,0.01151971,0.03014664,0.06363886,0.15921771,0.03001582,0.05354151,19:11.6
1839,BNB,BNB,173.1511728,489830058.5,69.9909,0.08717277,0.9644874,-0.25281751,-4.91503722,-10.2981949,-13.2020915,19:11.6
52,XRP,XRP,0.404407425,496524571.2,-32.3755,0.22556621,1.22352261,-0.63385361,-13.27929447,-33.54310046,1.5985677,19:11.6
3408,USD Coin,USDC,0.807566585,1721693763,-18.3998,0.00380252,0.01728066,0.01116885,0.0122232,0.02423864,0.01414769,19:11.6
2010,Cardano,ADA,0.201825724,88956430.47,-1.4378,-0.09258485,0.90292084,-1.58390155,-7.55521304,-17.51197194,-6.72646263,19:11.6
74,Dogecoin,DOGE,0.050184269,129948308.8,7.7987,-0.17874548,0.27650952,-2.17903969,-5.25126067,-8.55392273,-1.26899979,19:11.6
5426,Solana,SOL,15.33153592,151393379,2.2885,-0.10048181,0.77156383,-2.75590152,-17.79283598,-24.84202973,20.47617652,19:11.6
11419,Toncoin,TON,1.83178926,69255093.56,139.4383,3.34162237,14.61697626,26.82558788,63.79287618,64.04471182,59.84850761,19:11.6
1958,TRON,TRX,0.067661538,126214845.7,-18.9511,0.07101001,-0.13704797,6.00614295,12.14456908,5.75472321,18.72221555,19:11.6
4943,Dai,DAI,0.807425244,64064222.21,1.5496,-0.00059184,-0.01563739,0.00571725,0.05584135,0.11924789,0.00640319,19:11.6
6636,Polkadot,DOT,3.348182641,70573548.99,-7.2261,-0.33782686,0.75051504,-2.52031521,-12.0156407,-19.34097514,-9.77925311,19:11.6
3890,Polygon,MATIC,0.425785469,158532981.1,3.4174,0.00350028,1.349641,-2.53668907,-12.55658869,-28.75488315,-14.39619252,19:11.6
2,Litecoin,LTC,52.23529949,206450682.7,2.8041,0.05403488,0.17382574,2.48750536,-12.66583017,-28.39810231,-17.38746722,19:11.6
1,Bitcoin,BTC,21416.5096,7292368061,-18.1543,-0.03735035,0.61053315,2.47479601,-5.15228327,-10.73414926,-0.30498609,19:17.1
1027,Ethereum,ETH,1321.497605,3001241524,-4.6187,0.04407743,0.9272974,0.13062409,-5.99677052,-13.2007349,-6.14042451,19:17.1
825,Tether USDt,USDT,0.80769053,13813751264,-5.6573,0.01151971,0.03014664,0.06363886,0.15921771,0.03001582,0.05354151,19:17.1
1839,BNB,BNB,173.1511728,489830058.5,69.9909,0.08717277,0.9644874,-0.25281751,-4.91503722,-10.2981949,-13.2020915,19:17.1
52,XRP,XRP,0.404407425,496524571.2,-32.3755,0.22556621,1.22352261,-0.63385361,-13.27929447,-33.54310046,1.5985677,19:17.1
3408,USD Coin,USDC,0.807566585,1721693763,-18.3998,0.00380252,0.01728066,0.01116885,0.0122232,0.02423864,0.01414769,19:17.1
2010,Cardano,ADA,0.201825724,88956430.47,-1.4378,-0.09258485,0.90292084,-1.58390155,-7.55521304,-17.51197194,-6.72646263,19:17.1
74,Dogecoin,DOGE,0.050184269,129948308.8,7.7987,-0.17874548,0.27650952,-2.17903969,-5.25126067,-8.55392273,-1.26899979,19:17.1
5426,Solana,SOL,15.33153592,151393379,2.2885,-0.10048181,0.77156383,-2.75590152,-17.79283598,-24.84202973,20.47617652,19:17.1
11419,Toncoin,TON,1.83178926,69255093.56,139.4383,3.34162237,14.61697626,26.82558788,63.79287618,64.04471182,59.84850761,19:17.1
1958,TRON,TRX,0.067661538,126214845.7,-18.9511,0.07101001,-0.13704797,6.00614295,12.14456908,5.75472321,18.72221555,19:17.1
4943,Dai,DAI,0.807425244,64064222.21,1.5496,-0.00059184,-0.01563739,0.00571725,0.05584135,0.11924789,0.00640319,19:17.1
6636,Polkadot,DOT,3.348182641,70573548.99,-7.2261,-0.33782686,0.75051504,-2.52031521,-12.0156407,-19.34097514,-9.77925311,19:17.1
3890,Polygon,MATIC,0.425785469,158532981.1,3.4174,0.00350028,1.349641,-2.53668907,-12.55658869,-28.75488315,-14.39619252,19:17.1
2,Litecoin,LTC,52.23529949,206450682.7,2.8041,0.05403488,0.17382574,2.48750536,-12.66583017,-28.39810231,-17.38746722,19:17.1
1,Bitcoin,BTC,21416.5096,7292368061,-18.1543,-0.03735035,0.61053315,2.47479601,-5.15228327,-10.73414926,-0.30498609,19:22.6
1027,Ethereum,ETH,1321.497605,3001241524,-4.6187,0.04407743,0.9272974,0.13062409,-5.99677052,-13.2007349,-6.14042451,19:22.6
825,Tether USDt,USDT,0.80769053,13813751264,-5.6573,0.01151971,0.03014664,0.06363886,0.15921771,0.03001582,0.05354151,19:22.6
1839,BNB,BNB,173.1511728,489830058.5,69.9909,0.08717277,0.9644874,-0.25281751,-4.91503722,-10.2981949,-13.2020915,19:22.6
52,XRP,XRP,0.404407425,496524571.2,-32.3755,0.22556621,1.22352261,-0.63385361,-13.27929447,-33.54310046,1.5985677,19:22.6
3408,USD Coin,USDC,0.807566585,1721693763,-18.3998,0.00380252,0.01728066,0.01116885,0.0122232,0.02423864,0.01414769,19:22.6
2010,Cardano,ADA,0.201825724,88956430.47,-1.4378,-0.09258485,0.90292084,-1.58390155,-7.55521304,-17.51197194,-6.72646263,19:22.6
74,Dogecoin,DOGE,0.050184269,129948308.8,7.7987,-0.17874548,0.27650952,-2.17903969,-5.25126067,-8.55392273,-1.26899979,19:22.6
5426,Solana,SOL,15.33153592,151393379,2.2885,-0.10048181,0.77156383,-2.75590152,-17.79283598,-24.84202973,20.47617652,19:22.6
11419,Toncoin,TON,1.83178926,69255093.56,139.4383,3.34162237,14.61697626,26.82558788,63.79287618,64.04471182,59.84850761,19:22.6
1958,TRON,TRX,0.067661538,126214845.7,-18.9511,0.07101001,-0.13704797,6.00614295,12.14456908,5.75472321,18.72221555,19:22.6
4943,Dai,DAI,0.807425244,64064222.21,1.5496,-0.00059184,-0.01563739,0.00571725,0.05584135,0.11924789,0.00640319,19:22.6
6636,Polkadot,DOT,3.348182641,70573548.99,-7.2261,-0.33782686,0.75051504,-2.52031521,-12.0156407,-19.34097514,-9.77925311,19:22.6
3890,Polygon,MATIC,0.425785469,158532981.1,3.4174,0.00350028,1.349641,-2.53668907,-12.55658869,-28.75488315,-14.39619252,19:22.6
2,Litecoin,LTC,52.23529949,206450682.7,2.8041,0.05403488,0.17382574,2.48750536,-12.66583017,-28.39810231,-17.38746722,19:22.6
1,Bitcoin,BTC,21416.5096,7292368061,-18.1543,-0.03735035,0.61053315,2.47479601,-5.15228327,-10.73414926,-0.30498609,19:28.2
1027,Ethereum,ETH,1321.497605,3001241524,-4.6187,0.04407743,0.9272974,0.13062409,-5.99677052,-13.2007349,-6.14042451,19:28.2
825,Tether USDt,USDT,0.80769053,13813751264,-5.6573,0.01151971,0.03014664,0.06363886,0.15921771,0.03001582,0.05354151,19:28.2
1839,BNB,BNB,173.1511728,489830058.5,69.9909,0.08717277,0.9644874,-0.25281751,-4.91503722,-10.2981949,-13.2020915,19:28.2
52,XRP,XRP,0.404407425,496524571.2,-32.3755,0.22556621,1.22352261,-0.63385361,-13.27929447,-33.54310046,1.5985677,19:28.2
3408,USD Coin,USDC,0.807566585,1721693763,-18.3998,0.00380252,0.01728066,0.01116885,0.0122232,0.02423864,0.01414769,19:28.2
2010,Cardano,ADA,0.201825724,88956430.47,-1.4378,-0.09258485,0.90292084,-1.58390155,-7.55521304,-17.51197194,-6.72646263,19:28.2
74,Dogecoin,DOGE,0.050184269,129948308.8,7.7987,-0.17874548,0.27650952,-2.17903969,-5.25126067,-8.55392273,-1.26899979,19:28.2
5426,Solana,SOL,15.33153592,151393379,2.2885,-0.10048181,0.77156383,-2.75590152,-17.79283598,-24.84202973,20.47617652,19:28.2
11419,Toncoin,TON,1.83178926,69255093.56,139.4383,3.34162237,14.61697626,26.82558788,63.79287618,64.04471182,59.84850761,19:28.2
1958,TRON,TRX,0.067661538,126214845.7,-18.9511,0.07101001,-0.13704797,6.00614295,12.14456908,5.75472321,18.72221555,19:28.2
4943,Dai,DAI,0.807425244,64064222.21,1.5496,-0.00059184,-0.01563739,0.00571725,0.05584135,0.11924789,0.00640319,19:28.2
6636,Polkadot,DOT,3.348182641,70573548.99,-7.2261,-0.33782686,0.75051504,-2.52031521,-12.0156407,-19.34097514,-9.77925311,19:28.2
3890,Polygon,MATIC,0.425785469,158532981.1,3.4174,0.00350028,1.349641,-2.53668907,-12.55658869,-28.75488315,-14.39619252,19:28.2
2,Litecoin,LTC,52.23529949,206450682.7,2.8041,0.05403488,0.17382574,2.48750536,-12.66583017,-28.39810231,-17.38746722,19:28.2
1,Bitcoin,BTC,21420.10692,7293534507,-18.1367,-0.02374627,0.61877743,2.49181328,-5.19839973,-10.73406976,-0.26958913,19:33.6
1027,Ethereum,ETH,1321.839441,3001385575,-4.6108,0.06791949,0.94741734,0.15411152,-6.00905241,-13.18713559,-6.0996223,19:33.6
825,Tether USDt,USDT,0.807710356,13815438633,-5.6416,0.00541917,0.0260361,0.06610492,0.15008587,0.03660314,0.06978441,19:33.6
1839,BNB,BNB,173.1754786,489950809.9,70.0358,0.10915122,0.97456987,-0.2325789,-4.9210384,-10.27806186,-13.18637294,19:33.6
52,XRP,XRP,0.404471083,496545844.7,-32.3408,0.24194161,1.22760995,-0.61293783,-13.27159023,-33.5172492,1.62666251,19:33.6
3408,USD Coin,USDC,0.807619371,1721590412,-18.4036,0.00513059,0.01548243,0.01791178,0.00183575,0.03022812,0.03577971,19:33.6
2010,Cardano,ADA,0.201839658,88951724.07,-1.5012,-0.08413882,0.91165854,-1.57146063,-7.55945965,-17.49976946,-6.71926422,19:33.6
74,Dogecoin,DOGE,0.050184817,129966899.6,7.8363,-0.17630792,0.27020191,-2.17283361,-5.25749769,-8.54391751,-1.26461174,19:33.6
5426,Solana,SOL,15.33281614,151396645.3,2.3145,-0.08376139,0.77753364,-2.74265558,-17.79002725,-24.81321942,20.48947499,19:33.6
11419,Toncoin,TON,1.830492405,69233050.07,139.4283,3.19580729,14.53598529,26.76734835,63.67437694,63.93798583,59.74249208,19:33.6
1958,TRON,TRX,0.067662885,126827416.7,-18.5543,0.07835225,-0.13647857,6.01094927,12.14063773,5.75877555,18.73463668,19:33.6
4943,Dai,DAI,0.807414777,64064450.29,1.5578,-0.00014403,-0.02510587,0.00885052,0.04371922,0.12317871,-0.00354221,19:33.6
6636,Polkadot,DOT,3.348308845,70579601.78,-7.2127,-0.33480918,0.74993139,-2.51139497,-12.02608153,-19.32033967,-9.77329736,19:33.6
3890,Polygon,MATIC,0.425821584,158523557.4,3.3967,0.01659724,1.35190717,-2.52624213,-12.55443519,-28.74665884,-14.38868965,19:33.6
2,Litecoin,LTC,52.23570007,206390669.7,2.732,0.05730211,0.16736505,2.48723147,-12.67055928,-28.38526787,-17.383746,19:33.6
1,Bitcoin,BTC,21420.10692,7293534507,-18.1367,-0.02374627,0.61877743,2.49181328,-5.19839973,-10.73406976,-0.26958913,19:39.0
1027,Ethereum,ETH,1321.839441,3001385575,-4.6108,0.06791949,0.94741734,0.15411152,-6.00905241,-13.18713559,-6.0996223,19:39.0
825,Tether USDt,USDT,0.807710356,13815438633,-5.6416,0.00541917,0.0260361,0.06610492,0.15008587,0.03660314,0.06978441,19:39.0
1839,BNB,BNB,173.1754786,489950809.9,70.0358,0.10915122,0.97456987,-0.2325789,-4.9210384,-10.27806186,-13.18637294,19:39.0
52,XRP,XRP,0.404471083,496545844.7,-32.3408,0.24194161,1.22760995,-0.61293783,-13.27159023,-33.5172492,1.62666251,19:39.0
3408,USD Coin,USDC,0.807619371,1721590412,-18.4036,0.00513059,0.01548243,0.01791178,0.00183575,0.03022812,0.03577971,19:39.0
2010,Cardano,ADA,0.201839658,88951724.07,-1.5012,-0.08413882,0.91165854,-1.57146063,-7.55945965,-17.49976946,-6.71926422,19:39.0
74,Dogecoin,DOGE,0.050184817,129966899.6,7.8363,-0.17630792,0.27020191,-2.17283361,-5.25749769,-8.54391751,-1.26461174,19:39.0
5426,Solana,SOL,15.33281614,151396645.3,2.3145,-0.08376139,0.77753364,-2.74265558,-17.79002725,-24.81321942,20.48947499,19:39.0
11419,Toncoin,TON,1.830492405,69233050.07,139.4283,3.19580729,14.53598529,26.76734835,63.67437694,63.93798583,59.74249208,19:39.0
1958,TRON,TRX,0.067662885,126827416.7,-18.5543,0.07835225,-0.13647857,6.01094927,12.14063773,5.75877555,18.73463668,19:39.0
4943,Dai,DAI,0.807414777,64064450.29,1.5578,-0.00014403,-0.02510587,0.00885052,0.04371922,0.12317871,-0.00354221,19:39.0
6636,Polkadot,DOT,3.348308845,70579601.78,-7.2127,-0.33480918,0.74993139,-2.51139497,-12.02608153,-19.32033967,-9.77329736,19:39.0
3890,Polygon,MATIC,0.425821584,158523557.4,3.3967,0.01659724,1.35190717,-2.52624213,-12.55443519,-28.74665884,-14.38868965,19:39.0
2,Litecoin,LTC,52.23570007,206390669.7,2.732,0.05730211,0.16736505,2.48723147,-12.67055928,-28.38526787,-17.383746,19:39.0
1,Bitcoin,BTC,21420.10692,7293534507,-18.1367,-0.02374627,0.61877743,2.49181328,-5.19839973,-10.73406976,-0.26958913,19:44.4
1027,Ethereum,ETH,1321.839441,3001385575,-4.6108,0.06791949,0.94741734,0.15411152,-6.00905241,-13.18713559,-6.0996223,19:44.4
825,Tether USDt,USDT,0.807710356,13815438633,-5.6416,0.00541917,0.0260361,0.06610492,0.15008587,0.03660314,0.06978441,19:44.4
1839,BNB,BNB,173.1754786,489950809.9,70.0358,0.10915122,0.97456987,-0.2325789,-4.9210384,-10.27806186,-13.18637294,19:44.4
52,XRP,XRP,0.404471083,496545844.7,-32.3408,0.24194161,1.22760995,-0.61293783,-13.27159023,-33.5172492,1.62666251,19:44.4
3408,USD Coin,USDC,0.807619371,1721590412,-18.4036,0.00513059,0.01548243,0.01791178,0.00183575,0.03022812,0.03577971,19:44.4
2010,Cardano,ADA,0.201839658,88951724.07,-1.5012,-0.08413882,0.91165854,-1.57146063,-7.55945965,-17.49976946,-6.71926422,19:44.4
74,Dogecoin,DOGE,0.050184817,129966899.6,7.8363,-0.17630792,0.27020191,-2.17283361,-5.25749769,-8.54391751,-1.26461174,19:44.4
5426,Solana,SOL,15.33281614,151396645.3,2.3145,-0.08376139,0.77753364,-2.74265558,-17.79002725,-24.81321942,20.48947499,19:44.4
11419,Toncoin,TON,1.830492405,69233050.07,139.4283,3.19580729,14.53598529,26.76734835,63.67437694,63.93798583,59.74249208,19:44.4
1958,TRON,TRX,0.067662885,126827416.7,-18.5543,0.07835225,-0.13647857,6.01094927,12.14063773,5.75877555,18.73463668,19:44.4
4943,Dai,DAI,0.807414777,64064450.29,1.5578,-0.00014403,-0.02510587,0.00885052,0.04371922,0.12317871,-0.00354221,19:44.4
6636,Polkadot,DOT,3.348308845,70579601.78,-7.2127,-0.33480918,0.74993139,-2.51139497,-12.02608153,-19.32033967,-9.77329736,19:44.4
3890,Polygon,MATIC,0.425821584,158523557.4,3.3967,0.01659724,1.35190717,-2.52624213,-12.55443519,-28.74665884,-14.38868965,19:44.4
2,Litecoin,LTC,52.23570007,206390669.7,2.732,0.05730211,0.16736505,2.48723147,-12.67055928,-28.38526787,-17.383746,19:44.4
1,Bitcoin,BTC,21420.10692,7293534507,-18.1367,-0.02374627,0.61877743,2.49181328,-5.19839973,-10.73406976,-0.26958913,19:50.1
1027,Ethereum,ETH,1321.839441,3001385575,-4.6108,0.06791949,0.94741734,0.15411152,-6.00905241,-13.18713559,-6.0996223,19:50.1
825,Tether USDt,USDT,0.807710356,13815438633,-5.6416,0.00541917,0.0260361,0.06610492,0.15008587,0.03660314,0.06978441,19:50.1
1839,BNB,BNB,173.1754786,489950809.9,70.0358,0.10915122,0.97456987,-0.2325789,-4.9210384,-10.27806186,-13.18637294,19:50.1
52,XRP,XRP,0.404471083,496545844.7,-32.3408,0.24194161,1.22760995,-0.61293783,-13.27159023,-33.5172492,1.62666251,19:50.1
3408,USD Coin,USDC,0.807619371,1721590412,-18.4036,0.00513059,0.01548243,0.01791178,0.00183575,0.03022812,0.03577971,19:50.1
2010,Cardano,ADA,0.201839658,88951724.07,-1.5012,-0.08413882,0.91165854,-1.57146063,-7.55945965,-17.49976946,-6.71926422,19:50.1
74,Dogecoin,DOGE,0.050184817,129966899.6,7.8363,-0.17630792,0.27020191,-2.17283361,-5.25749769,-8.54391751,-1.26461174,19:50.1
5426,Solana,SOL,15.33281614,151396645.3,2.3145,-0.08376139,0.77753364,-2.74265558,-17.79002725,-24.81321942,20.48947499,19:50.1
11419,Toncoin,TON,1.830492405,69233050.07,139.4283,3.19580729,14.53598529,26.76734835,63.67437694,63.93798583,59.74249208,19:50.1
1958,TRON,TRX,0.067662885,126827416.7,-18.5543,0.07835225,-0.13647857,6.01094927,12.14063773,5.75877555,18.73463668,19:50.1
4943,Dai,DAI,0.807414777,64064450.29,1.5578,-0.00014403,-0.02510587,0.00885052,0.04371922,0.12317871,-0.00354221,19:50.1
6636,Polkadot,DOT,3.348308845,70579601.78,-7.2127,-0.33480918,0.74993139,-2.51139497,-12.02608153,-19.32033967,-9.77329736,19:50.1
3890,Polygon,MATIC,0.425821584,158523557.4,3.3967,0.01659724,1.35190717,-2.52624213,-12.55443519,-28.74665884,-14.38868965,19:50.1
2,Litecoin,LTC,52.23570007,206390669.7,2.732,0.05730211,0.16736505,2.48723147,-12.67055928,-28.38526787,-17.383746,19:50.1
1,Bitcoin,BTC,21465.57376,7294323548,-14.6155,0.02217615,0.89458876,2.80433395,-4.50269111,-11.10733592,-0.08974319,01:42.0
1027,Ethereum,ETH,1322.073493,3001312645,-0.2894,-0.06058302,1.13647699,0.27989796,-5.52669515,-13.88752099,-5.86347134,01:42.0
825,Tether USDt,USDT,0.807591128,13770667864,-3.2651,-0.02324814,0.02797717,0.04930881,0.14751159,0.0052314,0.06693217,01:42.0
1839,BNB,BNB,173.4055505,488974923.3,71.5715,-0.02542045,1.36223748,0.00269479,-4.90802657,-10.70988883,-12.78595919,01:42.0
52,XRP,XRP,0.404805405,496915436.5,-31.3989,-0.16964567,1.04788819,-0.35463035,-12.93013262,-34.50022643,1.685377,01:42.0
3408,USD Coin,USDC,0.807480873,1708912045,-16.1459,-0.02403407,0.01628963,0.00622557,0.01058617,0.00401463,0.03063904,01:42.0
74,Dogecoin,DOGE,0.050216582,129757156.7,13.9687,-0.14102666,0.56645041,-1.95303833,-5.44857524,-9.18557137,-0.9498157,01:42.0
2010,Cardano,ADA,0.201339283,82709152.4,-12.6105,-0.32636818,1.43758944,-1.71623792,-8.28613262,-18.69817083,-6.74192755,01:42.0
11419,Toncoin,TON,1.899145514,72156012.82,154.4561,3.6480042,15.55975611,31.17967995,70.12637465,67.09541836,65.85166379,01:42.0
5426,Solana,SOL,15.37991606,144980343.4,-1.5105,-0.2865688,2.31856483,-2.06002916,-17.81175404,-25.67454906,20.90453723,01:42.0
1958,TRON,TRX,0.067417424,123447753.5,-22.4222,-0.09850761,-0.06742831,5.65103175,11.16821986,4.81189335,18.4227112,01:42.0
4943,Dai,DAI,0.807325404,58992419.77,-13.0254,-0.02329764,0.00756364,0.01314186,0.06801019,-0.00707656,0.01872809,01:42.0
6636,Polkadot,DOT,3.355217761,68040197.56,-9.8574,-0.09327399,1.36362995,-2.16977298,-11.4003709,-19.61778885,-9.32895763,01:42.0
3890,Polygon,MATIC,0.426423293,157918172.2,4.6282,-0.2012695,1.81357028,-2.38947397,-12.07156921,-29.06392944,-14.02310672,01:42.0
2,Litecoin,LTC,52.51723397,207283128.5,3.6457,-0.13495985,0.63053201,3.17526605,-12.57851338,-28.59017289,-16.659587,01:42.0
1,Bitcoin,BTC,21465.57376,7294323548,-14.6155,0.02217615,0.89458876,2.80433395,-4.50269111,-11.10733592,-0.08974319,01:43.3
1027,Ethereum,ETH,1322.073493,3001312645,-0.2894,-0.06058302,1.13647699,0.27989796,-5.52669515,-13.88752099,-5.86347134,01:43.3
825,Tether USDt,USDT,0.807591128,13770667864,-3.2651,-0.02324814,0.02797717,0.04930881,0.14751159,0.0052314,0.06693217,01:43.3
1839,BNB,BNB,173.4055505,488974923.3,71.5715,-0.02542045,1.36223748,0.00269479,-4.90802657,-10.70988883,-12.78595919,01:43.3
52,XRP,XRP,0.404805405,496915436.5,-31.3989,-0.16964567,1.04788819,-0.35463035,-12.93013262,-34.50022643,1.685377,01:43.3
3408,USD Coin,USDC,0.807480873,1708912045,-16.1459,-0.02403407,0.01628963,0.00622557,0.01058617,0.00401463,0.03063904,01:43.3
74,Dogecoin,DOGE,0.050216582,129757156.7,13.9687,-0.14102666,0.56645041,-1.95303833,-5.44857524,-9.18557137,-0.9498157,01:43.3
2010,Cardano,ADA,0.201339283,82709152.4,-12.6105,-0.32636818,1.43758944,-1.71623792,-8.28613262,-18.69817083,-6.74192755,01:43.3
11419,Toncoin,TON,1.899145514,72156012.82,154.4561,3.6480042,15.55975611,31.17967995,70.12637465,67.09541836,65.85166379,01:43.3
5426,Solana,SOL,15.37991606,144980343.4,-1.5105,-0.2865688,2.31856483,-2.06002916,-17.81175404,-25.67454906,20.90453723,01:43.3
1958,TRON,TRX,0.067417424,123447753.5,-22.4222,-0.09850761,-0.06742831,5.65103175,11.16821986,4.81189335,18.4227112,01:43.3
4943,Dai,DAI,0.807325404,58992419.77,-13.0254,-0.02329764,0.00756364,0.01314186,0.06801019,-0.00707656,0.01872809,01:43.3
6636,Polkadot,DOT,3.355217761,68040197.56,-9.8574,-0.09327399,1.36362995,-2.16977298,-11.4003709,-19.61778885,-9.32895763,01:43.3
3890,Polygon,MATIC,0.426423293,157918172.2,4.6282,-0.2012695,1.81357028,-2.38947397,-12.07156921,-29.06392944,-14.02310672,01:43.3
2,Litecoin,LTC,52.51723397,207283128.5,3.6457,-0.13495985,0.63053201,3.17526605,-12.57851338,-28.59017289,-16.659587,01:43.3
1,Bitcoin,BTC,21465.57376,7294323548,-14.6155,0.02217615,0.89458876,2.80433395,-4.50269111,-11.10733592,-0.08974319,01:49.0
1027,Ethereum,ETH,1322.073493,3001312645,-0.2894,-0.06058302,1.13647699,0.27989796,-5.52669515,-13.88752099,-5.86347134,01:49.0
825,Tether USDt,USDT,0.807591128,13770667864,-3.2651,-0.02324814,0.02797717,0.04930881,0.14751159,0.0052314,0.06693217,01:49.0
1839,BNB,BNB,173.4055505,488974923.3,71.5715,-0.02542045,1.36223748,0.00269479,-4.90802657,-10.70988883,-12.78595919,01:49.0
52,XRP,XRP,0.404805405,496915436.5,-31.3989,-0.16964567,1.04788819,-0.35463035,-12.93013262,-34.50022643,1.685377,01:49.0
3408,USD Coin,USDC,0.807480873,1708912045,-16.1459,-0.02403407,0.01628963,0.00622557,0.01058617,0.00401463,0.03063904,01:49.0
74,Dogecoin,DOGE,0.050216582,129757156.7,13.9687,-0.14102666,0.56645041,-1.95303833,-5.44857524,-9.18557137,-0.9498157,01:49.0
2010,Cardano,ADA,0.201339283,82709152.4,-12.6105,-0.32636818,1.43758944,-1.71623792,-8.28613262,-18.69817083,-6.74192755,01:49.0
11419,Toncoin,TON,1.899145514,72156012.82,154.4561,3.6480042,15.55975611,31.17967995,70.12637465,67.09541836,65.85166379,01:49.0
